Year,113 Cause Name,Cause Name,State,Deaths,Population,Crude Rate,Age Adjusted Rate
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Iowa,239,2953635,8.1,6.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1960,2953635,66.4,50.5
2004,Atherosclerosis (I70),Atherosclerosis,Iowa,257,2953635,8.7,6.4
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Iowa,198,2953635,6.7,5.4
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,890,2953635,30.1,22.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1547,2953635,52.4,42.7
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Iowa,269,2953635,9.1,6.9
2004,Peptic ulcer (K25-K28),Peptic ulcer,Iowa,77,2953635,2.6,2
2004,Hernia (K40-K46),Hernia,Iowa,31,2953635,1,0.9
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,188,2953635,6.4,5.8
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Iowa,39,2953635,1.3,1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,266,2953635,9,7.2
2004,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Iowa,10,2953635,,
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Iowa,75,2953635,2.5,2.7
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Iowa,120,2953635,4.1,4.1
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1108,2953635,37.5,33.4
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,343,2953635,11.6,11.5
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Iowa,57,2953635,1.9,2
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Iowa,29,2953635,1,0.9
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Iowa,32,2953635,1.1,0.9
2004,Septicemia (A40-A41),Septicemia,Kansas,280,2734373,10.2,9.4
2004,Viral hepatitis (B15-B19),Viral hepatitis,Kansas,44,2734373,1.6,1.5
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Kansas,26,2734373,1,1
2004,Malignant neoplasms (C00-C97),Cancer,Kansas,5312,2734373,194.3,183
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Kansas,133,2734373,4.9,4.4
2004,Anemias (D50-D64),Anemias,Kansas,63,2734373,2.3,2
2004,Diabetes mellitus (E10-E14),Diabetes,Kansas,690,2734373,25.2,23.5
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Kansas,45,2734373,1.6,1.4
2004,Parkinson disease (G20-G21),Parkinson disease,Kansas,249,2734373,9.1,8.2
2004,Alzheimer disease (G30),Alzheimer's disease,Kansas,769,2734373,28.1,24.1
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,6048,2734373,221.2,198.9
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Kansas,186,2734373,6.8,5.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1611,2734373,58.9,52.2
2004,Atherosclerosis (I70),Atherosclerosis,Kansas,317,2734373,11.6,10
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Kansas,138,2734373,5,4.7
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,562,2734373,20.6,17.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1316,2734373,48.1,44.9
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kansas,184,2734373,6.7,5.9
2004,Peptic ulcer (K25-K28),Peptic ulcer,Kansas,31,2734373,1.1,1
2004,Hernia (K40-K46),Hernia,Kansas,19,2734373,,
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,206,2734373,7.5,7.3
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Kansas,32,2734373,1.2,1.1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,554,2734373,20.3,18.1
2004,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Kansas,11,2734373,,
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Kansas,133,2734373,4.9,4.7
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Kansas,106,2734373,3.9,3.8
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1144,2734373,41.8,40.6
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,370,2734373,13.5,13.6
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Kansas,117,2734373,4.3,4.3
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Kansas,38,2734373,1.4,1.3
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Kansas,20,2734373,0.7,0.7
2004,Tuberculosis (A16-A19),Tuberculosis,Kentucky,15,4146101,,
2004,Septicemia (A40-A41),Septicemia,Kentucky,573,4146101,13.8,13.8
2004,Viral hepatitis (B15-B19),Viral hepatitis,Kentucky,79,4146101,1.9,1.8
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Kentucky,66,4146101,1.6,1.6
2004,Malignant neoplasms (C00-C97),Cancer,Kentucky,9159,4146101,220.9,215.5
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Kentucky,214,4146101,5.2,5.2
2004,Anemias (D50-D64),Anemias,Kentucky,63,4146101,1.5,1.6
2004,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1195,4146101,28.8,28.6
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Kentucky,44,4146101,1.1,1.1
2004,"Meningitis (G00,G03)",Meningitis,Kentucky,16,4146101,,
2004,Parkinson disease (G20-G21),Parkinson disease,Kentucky,254,4146101,6.1,6.4
2004,Alzheimer disease (G30),Alzheimer's disease,Kentucky,982,4146101,23.7,25.1
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10465,4146101,252.4,254.8
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Kentucky,310,4146101,7.5,7.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2339,4146101,56.4,58
2004,Atherosclerosis (I70),Atherosclerosis,Kentucky,124,4146101,3,3.1
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Kentucky,220,4146101,5.3,5.3
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,965,4146101,23.3,24.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,4146101,54.6,54.8
2004,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Kentucky,51,4146101,1.2,1.2
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kentucky,303,4146101,7.3,7.7
2004,Peptic ulcer (K25-K28),Peptic ulcer,Kentucky,51,4146101,1.2,1.3
2004,Hernia (K40-K46),Hernia,Kentucky,24,4146101,0.6,0.6
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,355,4146101,8.6,8.1
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Kentucky,43,4146101,1,1.1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,827,4146101,19.9,20.3
2004,Hyperplasia of prostate (N40),Hyperplasia of prostate,Kentucky,12,4146101,,
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Kentucky,150,4146101,3.6,3.8
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Kentucky,141,4146101,3.4,3.5
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2260,4146101,54.5,54.8
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,560,4146101,13.5,13.3
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Kentucky,228,4146101,5.5,5.5
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Kentucky,53,4146101,1.3,1.3
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Kentucky,39,4146101,0.9,1
2004,Septicemia (A40-A41),Septicemia,Louisiana,837,4552238,18.4,19.8
2004,Viral hepatitis (B15-B19),Viral hepatitis,Louisiana,125,4552238,2.7,2.8
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Louisiana,393,4552238,8.6,8.9
2004,Malignant neoplasms (C00-C97),Cancer,Louisiana,9434,4552238,207.2,216.3
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Louisiana,222,4552238,4.9,5.2
2004,Anemias (D50-D64),Anemias,Louisiana,85,4552238,1.9,2
2004,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1717,4552238,37.7,39.9
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Louisiana,71,4552238,1.6,1.7
2004,"Meningitis (G00,G03)",Meningitis,Louisiana,12,4552238,,
2004,Parkinson disease (G20-G21),Parkinson disease,Louisiana,281,4552238,6.2,6.9
2004,Alzheimer disease (G30),Alzheimer's disease,Louisiana,1267,4552238,27.8,32
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10852,4552238,238.4,257.9
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Louisiana,351,4552238,7.7,8.4
2004,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2489,4552238,54.7,59.8
2004,Atherosclerosis (I70),Atherosclerosis,Louisiana,159,4552238,3.5,4
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Louisiana,212,4552238,4.7,5
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,913,4552238,20.1,22.2
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1615,4552238,35.5,38.4
2004,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Louisiana,17,4552238,,
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Louisiana,215,4552238,4.7,5.3
2004,Peptic ulcer (K25-K28),Peptic ulcer,Louisiana,42,4552238,0.9,1
2004,Hernia (K40-K46),Hernia,Louisiana,35,4552238,0.8,0.8
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,363,4552238,8,8
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Louisiana,73,4552238,1.6,1.8
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1110,4552238,24.4,26.3
2004,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Louisiana,26,4552238,0.6,0.6
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Louisiana,307,4552238,6.7,6.6
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Louisiana,221,4552238,4.9,4.8
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2300,4552238,50.5,51.4
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,537,4552238,11.8,11.9
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Louisiana,602,4552238,13.2,13
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Louisiana,53,4552238,1.2,1.2
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Louisiana,45,4552238,1,1.1
2004,Septicemia (A40-A41),Septicemia,Maine,139,1313688,10.6,9.1
2004,Viral hepatitis (B15-B19),Viral hepatitis,Maine,19,1313688,,
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Maine,13,1313688,,
2004,Malignant neoplasms (C00-C97),Cancer,Maine,3124,1313688,237.8,202.2
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Maine,80,1313688,6.1,5.3
2004,Anemias (D50-D64),Anemias,Maine,22,1313688,1.7,1.4
2004,Diabetes mellitus (E10-E14),Diabetes,Maine,382,1313688,29.1,24.7
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Maine,16,1313688,,
2004,Parkinson disease (G20-G21),Parkinson disease,Maine,116,1313688,8.8,7.5
2004,Alzheimer disease (G30),Alzheimer's disease,Maine,512,1313688,39,32.7
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2948,1313688,224.4,189.9
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Maine,81,1313688,6.2,5.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Maine,801,1313688,61,51.5
2004,Atherosclerosis (I70),Atherosclerosis,Maine,47,1313688,3.6,3
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Maine,90,1313688,6.9,5.8
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,308,1313688,23.4,20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,766,1313688,58.3,49.7
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maine,89,1313688,6.8,5.7
2004,Peptic ulcer (K25-K28),Peptic ulcer,Maine,17,1313688,,
2004,Hernia (K40-K46),Hernia,Maine,15,1313688,,
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,121,1313688,9.2,7.9
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Maine,19,1313688,,
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,264,1313688,20.1,17.1
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Maine,44,1313688,3.3,4.3
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Maine,35,1313688,2.7,3
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,480,1313688,36.5,35.5
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,171,1313688,13,12.4
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Maine,21,1313688,1.6,1.6
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Maine,81,1313688,6.2,5.2
2004,Tuberculosis (A16-A19),Tuberculosis,Maryland,16,5546935,,
2004,Septicemia (A40-A41),Septicemia,Maryland,1063,5546935,19.2,20.3
2004,Viral hepatitis (B15-B19),Viral hepatitis,Maryland,103,5546935,1.9,1.7
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Maryland,557,5546935,10,9.6
2004,Malignant neoplasms (C00-C97),Cancer,Maryland,10168,5546935,183.3,190.5
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Maryland,235,5546935,4.2,4.5
2004,Anemias (D50-D64),Anemias,Maryland,98,5546935,1.8,1.9
2004,Diabetes mellitus (E10-E14),Diabetes,Maryland,1417,5546935,25.5,26.9
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Maryland,37,5546935,0.7,0.7
2004,"Meningitis (G00,G03)",Meningitis,Maryland,14,5546935,,
2004,Parkinson disease (G20-G21),Parkinson disease,Maryland,323,5546935,5.8,6.5
2004,Alzheimer disease (G30),Alzheimer's disease,Maryland,905,5546935,16.3,18.3
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11346,5546935,204.5,218.5
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Maryland,443,5546935,8,8.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2718,5546935,49,53.2
2004,Atherosclerosis (I70),Atherosclerosis,Maryland,136,5546935,2.5,2.7
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Maryland,215,5546935,3.9,4.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1111,5546935,20,21.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1910,5546935,34.4,37.3
2004,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Maryland,11,5546935,,
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maryland,373,5546935,6.7,7.4
2004,Peptic ulcer (K25-K28),Peptic ulcer,Maryland,38,5546935,0.7,0.7
2004,Hernia (K40-K46),Hernia,Maryland,16,5546935,,
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,419,5546935,7.6,7.4
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Maryland,60,5546935,1.1,1.1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,699,5546935,12.6,13.5
2004,Hyperplasia of prostate (N40),Hyperplasia of prostate,Maryland,10,5546935,,
2004,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Maryland,17,5546935,,
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Maryland,404,5546935,7.3,7.5
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Maryland,172,5546935,3.1,3.2
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,1412,5546935,25.5,26
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,500,5546935,9,8.8
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Maryland,533,5546935,9.6,9.8
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Maryland,74,5546935,1.3,1.4
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Maryland,89,5546935,1.6,1.7
2004,Septicemia (A40-A41),Septicemia,Massachusetts,963,6412281,15,13.4
2004,Viral hepatitis (B15-B19),Viral hepatitis,Massachusetts,93,6412281,1.5,1.3
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Massachusetts,213,6412281,3.3,3.2
2004,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13337,6412281,208,190.1
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Massachusetts,346,6412281,5.4,4.8
2004,Anemias (D50-D64),Anemias,Massachusetts,126,6412281,2,1.7
2004,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1329,6412281,20.7,18.7
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Massachusetts,48,6412281,0.7,0.6
2004,"Meningitis (G00,G03)",Meningitis,Massachusetts,13,6412281,,
2004,Parkinson disease (G20-G21),Parkinson disease,Massachusetts,419,6412281,6.5,5.7
2004,Alzheimer disease (G30),Alzheimer's disease,Massachusetts,1673,6412281,26.1,22
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,13824,6412281,215.6,188.9
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Massachusetts,455,6412281,7.1,6.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3254,6412281,50.7,44.1
2004,Atherosclerosis (I70),Atherosclerosis,Massachusetts,239,6412281,3.7,3.1
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Massachusetts,285,6412281,4.4,4
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1959,6412281,30.6,26.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2574,6412281,40.1,35.9
2004,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Massachusetts,15,6412281,,
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Massachusetts,562,6412281,8.8,7.6
2004,Peptic ulcer (K25-K28),Peptic ulcer,Massachusetts,47,6412281,0.7,0.6
2004,Hernia (K40-K46),Hernia,Massachusetts,32,6412281,0.5,0.4
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,536,6412281,8.4,7.8
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Massachusetts,61,6412281,1,0.8
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1250,6412281,19.5,17.1
2004,Hyperplasia of prostate (N40),Hyperplasia of prostate,Massachusetts,13,6412281,,
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Massachusetts,237,6412281,3.7,4.3
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Massachusetts,141,6412281,2.2,2.3
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1366,6412281,21.3,19.9
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,425,6412281,6.6,6.4
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Massachusetts,175,6412281,2.7,2.7
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Massachusetts,54,6412281,0.8,0.8
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Massachusetts,100,6412281,1.6,1.4
2004,Tuberculosis (A16-A19),Tuberculosis,Michigan,21,10055315,0.2,0.2
2004,Septicemia (A40-A41),Septicemia,Michigan,852,10055315,8.5,8.3
2004,Viral hepatitis (B15-B19),Viral hepatitis,Michigan,104,10055315,1,1
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Michigan,215,10055315,2.1,2.1
2004,Malignant neoplasms (C00-C97),Cancer,Michigan,19653,10055315,195.4,190.9
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Michigan,456,10055315,4.5,4.5
2004,Anemias (D50-D64),Anemias,Michigan,174,10055315,1.7,1.7
2004,Diabetes mellitus (E10-E14),Diabetes,Michigan,2953,10055315,29.4,28.9
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Michigan,124,10055315,1.2,1.2
2004,"Meningitis (G00,G03)",Meningitis,Michigan,22,10055315,0.2,0.2
2004,Parkinson disease (G20-G21),Parkinson disease,Michigan,691,10055315,6.9,6.8
2004,Alzheimer disease (G30),Alzheimer's disease,Michigan,2232,10055315,22.2,22
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24825,10055315,246.9,242.7
2004,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Michigan,740,10055315,7.4,7.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5290,10055315,52.6,52
2004,Atherosclerosis (I70),Atherosclerosis,Michigan,500,10055315,5,4.9
2004,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Michigan,556,10055315,5.5,5.5
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1957,10055315,19.5,19.2
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4252,10055315,42.3,41.8
2004,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Michigan,29,10055315,0.3,0.3
2004,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Michigan,501,10055315,5,4.9
2004,Peptic ulcer (K25-K28),Peptic ulcer,Michigan,128,10055315,1.3,1.3
2004,Diseases of appendix (K35-K38),Diseases of appendix,Michigan,17,10055315,,
2004,Hernia (K40-K46),Hernia,Michigan,51,10055315,0.5,0.5
2004,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,983,10055315,9.8,9.4
2004,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Michigan,88,10055315,0.9,0.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1507,10055315,15,14.8
2004,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Michigan,19,10055315,,
2004,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Michigan,57,10055315,0.6,0.6
2004,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Michigan,567,10055315,5.6,6.1
2004,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Michigan,384,10055315,3.8,3.9
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3312,10055315,32.9,32.8
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1098,10055315,10.9,10.9
2004,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Michigan,673,10055315,6.7,6.8
2004,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Michigan,114,10055315,1.1,1.1
2004,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Michigan,105,10055315,1,1
2004,Septicemia (A40-A41),Septicemia,Minnesota,269,5087713,5.3,5.1
2004,Viral hepatitis (B15-B19),Viral hepatitis,Minnesota,53,5087713,1,1
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Minnesota,51,5087713,1,1
2004,Malignant neoplasms (C00-C97),Cancer,Minnesota,9093,5087713,178.7,177
2004,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Minnesota,299,5087713,5.9,5.7
2004,Anemias (D50-D64),Anemias,Minnesota,90,5087713,1.8,1.7
2004,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1130,5087713,22.2,21.6
2004,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Minnesota,34,5087713,0.7,0.6
2004,Parkinson disease (G20-G21),Parkinson disease,Minnesota,403,5087713,7.9,7.7
2004,Alzheimer disease (G30),Alzheimer's disease,Minnesota,1231,5087713,24.2,22.3
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7891,5087713,155.1,146.7
